survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,alive,alone,Age_Bin,Predicted_Fare,Fare_Group,Age_Normalized,Age_Standardized,Age_Category,Class_1,Class_2,Class_3
0,3,1,40.0,1,4,27.9,2,2,1,1,0,0,"(20.315, 40.21]",29.88428039416925,High,0.4973611460165871,0.7440506908287011,Adult,False,False,True
0,2,1,29.0,1,0,27.7208,0,1,1,1,0,0,"(20.315, 40.21]",29.620561528919612,High,0.35913546117114853,-0.058758315734937276,Young Adult,False,True,False
0,3,0,45.0,0,1,14.4542,0,2,2,0,0,0,"(40.21, 60.105]",30.004152605646354,Medium,0.5601910027645137,1.108963875630355,Adult,False,False,True
0,3,1,35.0,0,0,7.05,2,2,1,1,0,1,"(20.315, 40.21]",29.76440818269214,Low,0.43453128926866047,0.3791375060270473,Young Adult,False,False,True
0,3,1,30.0,0,0,7.25,2,2,1,1,0,1,"(20.315, 40.21]",29.644535971215035,Low,0.37170143252073384,0.014224321225393487,Young Adult,False,False,True
1,1,0,60.0,1,0,75.25,0,0,2,0,1,0,"(40.21, 60.105]",30.363769240077673,High,0.7486805730082935,2.203703430035316,Adult,True,False,False
1,3,0,29.69869565217391,0,0,7.2292,0,2,2,0,1,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,1,0,24.0,0,0,69.3,0,0,2,0,1,1,"(20.315, 40.21]",29.500689317442507,High,0.2963056044232219,-0.4236715005365911,Young Adult,True,False,False
1,1,1,25.0,1,0,55.4417,0,0,1,1,1,0,"(20.315, 40.21]",29.52466375973793,High,0.3088715757728072,-0.35068886357626033,Young Adult,True,False,False
0,3,1,18.0,1,0,6.4958,2,2,1,1,0,0,"(0.34, 20.315]",29.35684266366998,Low,0.22090977632570996,-0.8615673222985757,Minor,False,False,True
0,3,1,19.0,0,0,8.05,2,2,1,1,0,1,"(0.34, 20.315]",29.380817105965402,Low,0.23347574767529528,-0.7885846853382449,Young Adult,False,False,True
0,1,1,22.0,0,0,135.6333,0,0,1,1,0,1,"(20.315, 40.21]",29.452740432851666,High,0.2711736617240513,-0.5696367744572526,Young Adult,True,False,False
0,3,0,3.0,3,1,21.075,2,2,0,0,0,0,"(0.34, 20.315]",28.99722602923866,Medium,0.032420206081930136,-1.9563068767035372,Minor,False,False,True
1,1,0,29.69869565217391,1,0,82.1708,0,0,2,0,1,0,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
1,3,0,22.0,0,0,7.25,2,2,2,0,1,1,"(20.315, 40.21]",29.452740432851666,Low,0.2711736617240513,-0.5696367744572526,Young Adult,False,False,True
0,1,1,27.0,0,2,211.5,0,0,1,1,0,0,"(20.315, 40.21]",29.57261264432877,High,0.33400351847197784,-0.2047235896555988,Young Adult,True,False,False
0,3,1,20.0,0,0,4.0125,0,2,1,1,0,1,"(0.34, 20.315]",29.40479154826082,Low,0.24604171902488062,-0.7156020483779142,Young Adult,False,False,True
0,3,1,19.0,0,0,7.775,2,2,1,1,0,1,"(0.34, 20.315]",29.380817105965402,Low,0.23347574767529528,-0.7885846853382449,Young Adult,False,False,True
1,1,0,42.0,0,0,227.525,0,0,2,0,1,1,"(40.21, 60.105]",29.93222927876009,High,0.5224930887157577,0.8900159647493626,Adult,True,False,False
1,3,0,1.0,0,2,15.7417,0,2,0,0,1,0,"(0.34, 20.315]",28.94927714464782,Medium,0.007288263382759489,-2.1022721506241986,Minor,False,False,True
0,3,1,32.0,0,0,7.925,2,2,1,1,0,1,"(20.315, 40.21]",29.692484855805876,Low,0.39683337521990447,0.16018959514605502,Young Adult,False,False,True
1,1,0,35.0,1,0,52.0,2,0,2,0,1,0,"(20.315, 40.21]",29.76440818269214,High,0.43453128926866047,0.3791375060270473,Young Adult,True,False,False
0,2,1,18.0,0,0,73.5,2,1,1,1,0,1,"(0.34, 20.315]",29.35684266366998,High,0.22090977632570996,-0.8615673222985757,Minor,False,True,False
0,3,1,1.0,5,2,46.9,2,2,0,0,0,0,"(0.34, 20.315]",28.94927714464782,High,0.007288263382759489,-2.1022721506241986,Minor,False,False,True
1,2,0,36.0,0,0,13.0,2,1,2,0,1,1,"(20.315, 40.21]",29.788382624987563,Medium,0.4470972606182458,0.45212014298737807,Adult,False,True,False
0,3,1,29.69869565217391,0,0,7.7292,1,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,2,0,17.0,0,0,12.0,0,1,2,0,1,1,"(0.34, 20.315]",29.332868221374557,Medium,0.20834380497612465,-0.9345499592589065,Minor,False,True,False
1,1,1,36.0,1,2,120.0,2,0,1,1,1,0,"(20.315, 40.21]",29.788382624987563,High,0.4470972606182458,0.45212014298737807,Adult,True,False,False
1,3,1,21.0,0,0,7.7958,2,2,1,1,1,1,"(20.315, 40.21]",29.428765990556244,Low,0.2586076903744659,-0.6426194114175834,Young Adult,False,False,True
0,3,1,28.0,2,0,7.925,2,2,1,1,0,0,"(20.315, 40.21]",29.596587086624194,Low,0.3465694898215632,-0.13174095269526803,Young Adult,False,False,True
1,1,0,23.0,1,0,113.275,0,0,2,0,1,0,"(20.315, 40.21]",29.476714875147085,High,0.2837396330736366,-0.4966541374969219,Young Adult,True,False,False
1,3,0,24.0,0,2,16.7,2,2,2,0,1,0,"(20.315, 40.21]",29.500689317442507,Medium,0.2963056044232219,-0.4236715005365911,Young Adult,False,False,True
0,3,1,22.0,0,0,7.7958,2,2,1,1,0,1,"(20.315, 40.21]",29.452740432851666,Low,0.2711736617240513,-0.5696367744572526,Young Adult,False,False,True
0,3,0,31.0,0,0,7.8542,2,2,2,0,0,1,"(20.315, 40.21]",29.668510413510457,Low,0.38426740387031916,0.08720695818572426,Young Adult,False,False,True
0,2,1,46.0,0,0,26.0,2,1,1,1,0,1,"(40.21, 60.105]",30.028127047941776,Medium,0.572756974114099,1.1819465125906856,Adult,False,True,False
0,2,1,23.0,0,0,10.5,2,1,1,1,0,1,"(20.315, 40.21]",29.476714875147085,Medium,0.2837396330736366,-0.4966541374969219,Young Adult,False,True,False
1,2,0,28.0,0,0,12.65,2,1,2,0,1,1,"(20.315, 40.21]",29.596587086624194,Medium,0.3465694898215632,-0.13174095269526803,Young Adult,False,True,False
1,3,1,39.0,0,0,7.925,2,2,1,1,1,1,"(20.315, 40.21]",29.860305951873826,Low,0.4847951746670017,0.6710680538683703,Adult,False,False,True
0,3,1,26.0,0,0,8.05,2,2,1,1,0,1,"(20.315, 40.21]",29.54863820203335,Low,0.32143754712239253,-0.2777062266159296,Young Adult,False,False,True
0,3,0,21.0,1,0,9.825,2,2,2,0,0,0,"(20.315, 40.21]",29.428765990556244,Medium,0.2586076903744659,-0.6426194114175834,Young Adult,False,False,True
0,3,1,28.0,1,0,15.85,2,2,1,1,0,0,"(20.315, 40.21]",29.596587086624194,Medium,0.3465694898215632,-0.13174095269526803,Young Adult,False,False,True
0,3,0,20.0,0,0,8.6625,2,2,2,0,0,1,"(0.34, 20.315]",29.40479154826082,Low,0.24604171902488062,-0.7156020483779142,Young Adult,False,False,True
0,2,1,34.0,1,0,21.0,2,1,1,1,0,0,"(20.315, 40.21]",29.74043374039672,Medium,0.42196531791907516,0.3061548690667166,Young Adult,False,True,False
0,3,1,51.0,0,0,7.75,2,2,1,1,0,1,"(40.21, 60.105]",30.14799925941888,Low,0.6355868308620256,1.5468596973923396,Adult,False,False,True
1,2,1,3.0,1,1,18.75,2,1,0,0,1,0,"(0.34, 20.315]",28.99722602923866,Medium,0.032420206081930136,-1.9563068767035372,Minor,False,True,False
0,3,1,21.0,0,0,7.775,2,2,1,1,0,1,"(20.315, 40.21]",29.428765990556244,Low,0.2586076903744659,-0.6426194114175834,Young Adult,False,False,True
0,3,1,29.69869565217391,0,0,6.8583,1,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,1,0,33.0,1,0,90.0,1,0,2,0,1,0,"(20.315, 40.21]",29.7164592981013,High,0.4093993465694898,0.23317223210638577,Young Adult,True,False,False
1,3,1,44.0,0,0,7.925,2,2,1,1,1,1,"(40.21, 60.105]",29.98017816335093,Low,0.5476250314149284,1.0359812386700242,Adult,False,False,True
0,3,0,29.69869565217391,0,0,8.05,2,2,2,0,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,2,0,34.0,1,1,32.5,2,1,2,0,1,0,"(20.315, 40.21]",29.74043374039672,High,0.42196531791907516,0.3061548690667166,Young Adult,False,True,False
1,2,0,18.0,0,2,13.0,2,1,2,0,1,0,"(0.34, 20.315]",29.35684266366998,Medium,0.22090977632570996,-0.8615673222985757,Minor,False,True,False
0,3,0,10.0,0,2,24.15,2,2,0,0,0,0,"(0.34, 20.315]",29.16504712530661,Medium,0.12038200552902739,-1.4454284179812218,Minor,False,False,True
0,3,1,21.0,0,0,7.7333,1,2,1,1,0,1,"(20.315, 40.21]",29.428765990556244,Low,0.2586076903744659,-0.6426194114175834,Young Adult,False,False,True
0,3,1,29.0,0,0,7.875,2,2,1,1,0,1,"(20.315, 40.21]",29.620561528919612,Low,0.35913546117114853,-0.058758315734937276,Young Adult,False,False,True
0,3,0,28.0,1,1,14.4,2,2,2,0,0,0,"(20.315, 40.21]",29.596587086624194,Medium,0.3465694898215632,-0.13174095269526803,Young Adult,False,False,True
0,3,1,18.0,1,1,20.2125,2,2,1,1,0,0,"(0.34, 20.315]",29.35684266366998,Medium,0.22090977632570996,-0.8615673222985757,Minor,False,False,True
1,2,0,28.0,1,0,26.0,2,1,2,0,1,0,"(20.315, 40.21]",29.596587086624194,Medium,0.3465694898215632,-0.13174095269526803,Young Adult,False,True,False
1,2,0,19.0,0,0,26.0,2,1,2,0,1,1,"(0.34, 20.315]",29.380817105965402,Medium,0.23347574767529528,-0.7885846853382449,Young Adult,False,True,False
1,3,1,32.0,0,0,8.05,2,2,1,1,1,1,"(20.315, 40.21]",29.692484855805876,Low,0.39683337521990447,0.16018959514605502,Young Adult,False,False,True
1,1,1,28.0,0,0,26.55,2,0,1,1,1,1,"(20.315, 40.21]",29.596587086624194,High,0.3465694898215632,-0.13174095269526803,Young Adult,True,False,False
1,2,0,42.0,1,0,26.0,2,1,2,0,1,0,"(40.21, 60.105]",29.93222927876009,Medium,0.5224930887157577,0.8900159647493626,Adult,False,True,False
0,3,1,17.0,0,0,7.125,2,2,1,1,0,1,"(0.34, 20.315]",29.332868221374557,Low,0.20834380497612465,-0.9345499592589065,Minor,False,False,True
0,1,1,50.0,1,0,55.9,2,0,1,1,0,0,"(40.21, 60.105]",30.12402481712346,High,0.6230208595124404,1.4738770604320088,Adult,True,False,False
1,1,0,14.0,1,2,120.0,2,0,0,0,1,0,"(0.34, 20.315]",29.260944894488293,High,0.17064589092736868,-1.1534978701398988,Minor,True,False,False
0,3,0,21.0,2,2,34.375,2,2,2,0,0,0,"(20.315, 40.21]",29.428765990556244,High,0.2586076903744659,-0.6426194114175834,Young Adult,False,False,True
1,2,0,24.0,2,3,18.75,2,1,2,0,1,0,"(20.315, 40.21]",29.500689317442507,Medium,0.2963056044232219,-0.4236715005365911,Young Adult,False,True,False
0,1,1,64.0,1,4,263.0,2,0,1,1,0,0,"(60.105, 80.0]",30.45966700925936,High,0.7989444584066349,2.49563397787664,Senior,True,False,False
0,2,1,31.0,0,0,10.5,2,1,1,1,0,1,"(20.315, 40.21]",29.668510413510457,Medium,0.38426740387031916,0.08720695818572426,Young Adult,False,True,False
1,2,0,45.0,1,1,26.25,2,1,2,0,1,0,"(40.21, 60.105]",30.004152605646354,High,0.5601910027645137,1.108963875630355,Adult,False,True,False
0,3,1,20.0,0,0,9.5,2,2,1,1,0,1,"(0.34, 20.315]",29.40479154826082,Medium,0.24604171902488062,-0.7156020483779142,Young Adult,False,False,True
0,3,1,25.0,1,0,7.775,2,2,1,1,0,0,"(20.315, 40.21]",29.52466375973793,Low,0.3088715757728072,-0.35068886357626033,Young Adult,False,False,True
1,2,0,28.0,0,0,13.0,2,1,2,0,1,1,"(20.315, 40.21]",29.596587086624194,Medium,0.3465694898215632,-0.13174095269526803,Young Adult,False,True,False
1,3,1,29.69869565217391,0,0,8.1125,2,2,1,1,1,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,1,1,4.0,0,2,81.8583,2,0,0,0,1,0,"(0.34, 20.315]",29.021200471534083,High,0.04498617743151546,-1.8833242397432064,Minor,True,False,False
1,2,0,13.0,0,1,19.5,2,1,0,0,1,0,"(0.34, 20.315]",29.236970452192875,Medium,0.15807991957778336,-1.2264805071002296,Minor,False,True,False
1,1,1,34.0,0,0,26.55,2,0,1,1,1,1,"(20.315, 40.21]",29.74043374039672,High,0.42196531791907516,0.3061548690667166,Young Adult,True,False,False
1,3,0,5.0,2,1,19.2583,0,2,0,0,1,0,"(0.34, 20.315]",29.045174913829502,Medium,0.05755214878110078,-1.8103416027828756,Minor,False,False,True
1,1,1,52.0,0,0,30.5,2,0,1,1,1,1,"(40.21, 60.105]",30.171973701714304,High,0.648152802211611,1.6198423343526702,Adult,True,False,False
0,2,1,36.0,1,2,27.75,2,1,1,1,0,0,"(20.315, 40.21]",29.788382624987563,High,0.4470972606182458,0.45212014298737807,Adult,False,True,False
0,3,1,29.69869565217391,1,0,19.9667,2,2,1,1,0,0,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,1,1,30.0,0,0,27.75,0,0,1,1,0,1,"(20.315, 40.21]",29.644535971215035,High,0.37170143252073384,0.014224321225393487,Young Adult,True,False,False
1,1,1,49.0,1,0,89.1042,0,0,1,1,1,0,"(40.21, 60.105]",30.10005037482804,High,0.610454888162855,1.400894423471678,Adult,True,False,False
1,3,1,29.0,0,0,7.8958,0,2,1,1,1,1,"(20.315, 40.21]",29.620561528919612,Low,0.35913546117114853,-0.058758315734937276,Young Adult,False,False,True
0,1,1,65.0,0,0,26.55,2,0,1,1,0,1,"(60.105, 80.0]",30.483641451554778,High,0.8115104297562201,2.5686166148369707,Senior,True,False,False
1,1,0,29.69869565217391,1,0,51.8625,2,0,2,0,1,0,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
1,2,0,50.0,0,0,10.5,2,1,2,0,1,1,"(40.21, 60.105]",30.12402481712346,Medium,0.6230208595124404,1.4738770604320088,Adult,False,True,False
1,1,1,48.0,0,0,26.55,2,0,1,1,1,1,"(40.21, 60.105]",30.076075932532618,High,0.5978889168132696,1.3279117865113472,Adult,True,False,False
0,3,1,34.0,0,0,8.05,2,2,1,1,0,1,"(20.315, 40.21]",29.74043374039672,Low,0.42196531791907516,0.3061548690667166,Young Adult,False,False,True
0,1,1,47.0,0,0,38.5,2,0,1,1,0,1,"(40.21, 60.105]",30.052101490237195,High,0.5853229454636844,1.2549291495510164,Adult,True,False,False
0,2,1,48.0,0,0,13.0,2,1,1,1,0,1,"(40.21, 60.105]",30.076075932532618,Medium,0.5978889168132696,1.3279117865113472,Adult,False,True,False
0,3,1,38.0,0,0,7.05,2,2,1,1,0,1,"(20.315, 40.21]",29.836331509578404,Low,0.4722292033174164,0.5980854169080396,Adult,False,False,True
0,1,1,56.0,0,0,26.55,2,0,1,1,0,1,"(40.21, 60.105]",30.267871470895987,High,0.6984166876099522,1.9117728821939934,Adult,True,False,False
0,3,1,29.69869565217391,0,0,7.725,1,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,3,0,0.75,2,1,19.2583,0,2,0,0,1,0,"(0.34, 20.315]",28.943283534073963,Medium,0.004146770545363157,-2.1205178098642814,Minor,False,False,True
0,3,1,38.0,0,0,8.6625,2,2,1,1,0,1,"(20.315, 40.21]",29.836331509578404,Low,0.4722292033174164,0.5980854169080396,Adult,False,False,True
1,2,0,33.0,1,2,27.75,2,1,2,0,1,0,"(20.315, 40.21]",29.7164592981013,High,0.4093993465694898,0.23317223210638577,Young Adult,False,True,False
1,2,0,23.0,0,0,13.7917,0,1,2,0,1,1,"(20.315, 40.21]",29.476714875147085,Medium,0.2837396330736366,-0.4966541374969219,Young Adult,False,True,False
0,3,0,22.0,0,0,9.8375,2,2,2,0,0,1,"(20.315, 40.21]",29.452740432851666,Medium,0.2711736617240513,-0.5696367744572526,Young Adult,False,False,True
0,1,1,29.69869565217391,0,0,52.0,2,0,1,1,0,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
0,3,1,29.0,1,0,7.0458,2,2,1,1,0,0,"(20.315, 40.21]",29.620561528919612,Low,0.35913546117114853,-0.058758315734937276,Young Adult,False,False,True
0,3,1,22.0,0,0,7.5208,2,2,1,1,0,1,"(20.315, 40.21]",29.452740432851666,Low,0.2711736617240513,-0.5696367744572526,Young Adult,False,False,True
1,3,0,2.0,0,1,12.2875,2,2,0,0,1,0,"(0.34, 20.315]",28.97325158694324,Medium,0.01985423473234481,-2.029289513663868,Minor,False,False,True
0,3,1,9.0,5,2,46.9,2,2,0,0,0,0,"(0.34, 20.315]",29.14107268301119,High,0.10781603417944208,-1.5184110549415526,Minor,False,False,True
0,3,1,50.0,0,0,8.05,2,2,1,1,0,1,"(40.21, 60.105]",30.12402481712346,Low,0.6230208595124404,1.4738770604320088,Adult,False,False,True
1,3,0,63.0,0,0,9.5875,2,2,2,0,1,1,"(60.105, 80.0]",30.435692566963937,Medium,0.7863784870570495,2.422651340916309,Senior,False,False,True
1,1,1,25.0,1,0,91.0792,0,0,1,1,1,0,"(20.315, 40.21]",29.52466375973793,High,0.3088715757728072,-0.35068886357626033,Young Adult,True,False,False
1,1,0,35.0,1,0,90.0,2,0,2,0,1,0,"(20.315, 40.21]",29.76440818269214,High,0.43453128926866047,0.3791375060270473,Young Adult,True,False,False
0,1,1,58.0,0,0,29.7,0,0,1,1,0,1,"(40.21, 60.105]",30.31582035548683,High,0.7235486303091229,2.057738156114655,Adult,True,False,False
1,3,1,9.0,1,1,15.9,2,2,0,0,1,0,"(0.34, 20.315]",29.14107268301119,Medium,0.10781603417944208,-1.5184110549415526,Minor,False,False,True
0,3,1,21.0,0,0,7.25,2,2,1,1,0,1,"(20.315, 40.21]",29.428765990556244,Low,0.2586076903744659,-0.6426194114175834,Young Adult,False,False,True
0,1,1,55.0,0,0,30.5,2,0,1,1,0,1,"(40.21, 60.105]",30.243897028600568,High,0.6858507162603669,1.8387902452336626,Adult,True,False,False
0,1,1,71.0,0,0,49.5042,0,0,1,1,0,1,"(60.105, 80.0]",30.627488105327306,High,0.8869062578537321,3.006512436598955,Senior,True,False,False
0,3,1,29.69869565217391,0,0,14.4583,0,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,1,0,54.0,1,0,78.2667,0,0,2,0,1,0,"(40.21, 60.105]",30.219922586305145,High,0.6732847449107816,1.7658076082733318,Adult,True,False,False
0,3,1,29.69869565217391,0,0,15.1,2,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,1,0,25.0,1,2,151.55,2,0,2,0,0,0,"(20.315, 40.21]",29.52466375973793,High,0.3088715757728072,-0.35068886357626033,Young Adult,True,False,False
0,3,1,24.0,0,0,7.7958,2,2,1,1,0,1,"(20.315, 40.21]",29.500689317442507,Low,0.2963056044232219,-0.4236715005365911,Young Adult,False,False,True
0,3,0,21.0,0,0,7.75,1,2,2,0,0,1,"(20.315, 40.21]",29.428765990556244,Low,0.2586076903744659,-0.6426194114175834,Young Adult,False,False,True
0,3,0,29.69869565217391,0,0,7.6292,1,2,2,0,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,3,0,37.0,0,0,9.5875,2,2,2,0,0,1,"(20.315, 40.21]",29.812357067282985,Medium,0.4596632319678311,0.5251027799477088,Adult,False,False,True
1,1,0,16.0,0,0,86.5,2,0,2,0,1,1,"(0.34, 20.315]",29.30889377907914,High,0.19577783362653933,-1.0075325962192372,Minor,True,False,False
0,1,1,18.0,1,0,108.9,0,0,1,1,0,0,"(0.34, 20.315]",29.35684266366998,High,0.22090977632570996,-0.8615673222985757,Minor,True,False,False
1,2,0,33.0,0,2,26.0,2,1,2,0,1,0,"(20.315, 40.21]",29.7164592981013,Medium,0.4093993465694898,0.23317223210638577,Young Adult,False,True,False
1,1,1,29.69869565217391,0,0,26.55,2,0,1,1,1,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
0,3,1,28.0,0,0,22.525,2,2,1,1,0,1,"(20.315, 40.21]",29.596587086624194,Medium,0.3465694898215632,-0.13174095269526803,Young Adult,False,False,True
1,3,1,26.0,0,0,56.4958,2,2,1,1,1,1,"(20.315, 40.21]",29.54863820203335,High,0.32143754712239253,-0.2777062266159296,Young Adult,False,False,True
1,3,1,29.0,0,0,7.75,1,2,1,1,1,1,"(20.315, 40.21]",29.620561528919612,Low,0.35913546117114853,-0.058758315734937276,Young Adult,False,False,True
1,1,1,36.0,0,0,26.2875,2,0,1,1,1,1,"(20.315, 40.21]",29.788382624987563,High,0.4470972606182458,0.45212014298737807,Adult,True,False,False
1,1,0,54.0,1,0,59.4,0,0,2,0,1,0,"(40.21, 60.105]",30.219922586305145,High,0.6732847449107816,1.7658076082733318,Adult,True,False,False
0,3,1,24.0,0,0,7.4958,2,2,1,1,0,1,"(20.315, 40.21]",29.500689317442507,Low,0.2963056044232219,-0.4236715005365911,Young Adult,False,False,True
0,1,1,47.0,0,0,34.0208,2,0,1,1,0,1,"(40.21, 60.105]",30.052101490237195,High,0.5853229454636844,1.2549291495510164,Adult,True,False,False
1,2,0,34.0,0,0,10.5,2,1,2,0,1,1,"(20.315, 40.21]",29.74043374039672,Medium,0.42196531791907516,0.3061548690667166,Young Adult,False,True,False
0,3,1,29.69869565217391,0,0,24.15,1,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,2,0,36.0,1,0,26.0,2,1,2,0,1,0,"(20.315, 40.21]",29.788382624987563,Medium,0.4470972606182458,0.45212014298737807,Adult,False,True,False
0,3,1,32.0,0,0,7.8958,2,2,1,1,0,1,"(20.315, 40.21]",29.692484855805876,Low,0.39683337521990447,0.16018959514605502,Young Adult,False,False,True
1,1,0,30.0,0,0,93.5,2,0,2,0,1,1,"(20.315, 40.21]",29.644535971215035,High,0.37170143252073384,0.014224321225393487,Young Adult,True,False,False
1,1,0,44.0,0,1,57.9792,0,0,2,0,1,0,"(40.21, 60.105]",29.98017816335093,High,0.5476250314149284,1.0359812386700242,Adult,True,False,False
0,3,1,29.69869565217391,0,0,7.2292,0,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,3,1,40.5,0,0,7.75,1,2,1,1,0,1,"(40.21, 60.105]",29.896267615316958,Low,0.5036441316913798,0.7805420093088665,Adult,False,False,True
0,1,1,29.69869565217391,0,0,221.7792,2,0,1,1,0,1,"(20.315, 40.21]",29.63731236751472,High,0.3679152507184457,-0.0077656646065672455,Young Adult,True,False,False
0,3,1,39.0,0,0,7.925,2,2,1,1,0,1,"(20.315, 40.21]",29.860305951873826,Low,0.4847951746670017,0.6710680538683703,Adult,False,False,True
0,2,1,23.0,2,1,11.5,2,1,1,1,0,0,"(20.315, 40.21]",29.476714875147085,Medium,0.2837396330736366,-0.4966541374969219,Young Adult,False,True,False
1,2,0,2.0,1,1,26.0,2,1,0,0,1,0,"(0.34, 20.315]",28.97325158694324,Medium,0.01985423473234481,-2.029289513663868,Minor,False,True,False
0,3,1,17.0,1,1,7.2292,0,2,1,1,0,0,"(0.34, 20.315]",29.332868221374557,Low,0.20834380497612465,-0.9345499592589065,Minor,False,False,True
1,3,0,29.69869565217391,0,2,22.3583,0,2,2,0,1,0,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
0,3,0,30.0,0,0,8.6625,2,2,2,0,0,1,"(20.315, 40.21]",29.644535971215035,Low,0.37170143252073384,0.014224321225393487,Young Adult,False,False,True
1,2,0,7.0,0,2,26.25,2,1,0,0,1,0,"(0.34, 20.315]",29.093123798420347,High,0.08268409148027142,-1.6643763288622142,Minor,False,True,False
0,1,1,45.0,0,0,26.55,2,0,1,1,0,1,"(40.21, 60.105]",30.004152605646354,High,0.5601910027645137,1.108963875630355,Adult,True,False,False
1,1,0,30.0,0,0,106.425,0,0,2,0,1,1,"(20.315, 40.21]",29.644535971215035,High,0.37170143252073384,0.014224321225393487,Young Adult,True,False,False
0,3,1,29.69869565217391,0,0,14.5,2,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,1,0,22.0,0,2,49.5,0,0,2,0,1,0,"(20.315, 40.21]",29.452740432851666,High,0.2711736617240513,-0.5696367744572526,Young Adult,True,False,False
1,1,0,36.0,0,2,71.0,2,0,2,0,1,0,"(20.315, 40.21]",29.788382624987563,High,0.4470972606182458,0.45212014298737807,Adult,True,False,False
0,3,0,9.0,4,2,31.275,2,2,0,0,0,0,"(0.34, 20.315]",29.14107268301119,High,0.10781603417944208,-1.5184110549415526,Minor,False,False,True
0,3,0,11.0,4,2,31.275,2,2,0,0,0,0,"(0.34, 20.315]",29.18902156760203,High,0.13294797687861273,-1.372445781020891,Minor,False,False,True
1,2,1,32.0,1,0,26.0,2,1,1,1,1,0,"(20.315, 40.21]",29.692484855805876,Medium,0.39683337521990447,0.16018959514605502,Young Adult,False,True,False
0,1,1,50.0,1,0,106.425,0,0,1,1,0,0,"(40.21, 60.105]",30.12402481712346,High,0.6230208595124404,1.4738770604320088,Adult,True,False,False
0,1,1,64.0,0,0,26.0,2,0,1,1,0,1,"(60.105, 80.0]",30.45966700925936,Medium,0.7989444584066349,2.49563397787664,Senior,True,False,False
1,2,0,19.0,1,0,26.0,2,1,2,0,1,0,"(0.34, 20.315]",29.380817105965402,Medium,0.23347574767529528,-0.7885846853382449,Young Adult,False,True,False
1,2,1,29.69869565217391,0,0,13.8625,0,1,1,1,1,1,"(20.315, 40.21]",29.63731236751472,Medium,0.3679152507184457,-0.0077656646065672455,Young Adult,False,True,False
0,3,1,33.0,1,1,20.525,2,2,1,1,0,0,"(20.315, 40.21]",29.7164592981013,Medium,0.4093993465694898,0.23317223210638577,Young Adult,False,False,True
1,2,1,8.0,1,1,36.75,2,1,0,0,1,0,"(0.34, 20.315]",29.117098240715766,High,0.09525006282985675,-1.5913936919018834,Minor,False,True,False
1,1,1,17.0,0,2,110.8833,0,0,1,1,1,0,"(0.34, 20.315]",29.332868221374557,High,0.20834380497612465,-0.9345499592589065,Minor,True,False,False
0,2,1,27.0,0,0,26.0,2,1,1,1,0,1,"(20.315, 40.21]",29.57261264432877,Medium,0.33400351847197784,-0.2047235896555988,Young Adult,False,True,False
0,3,1,29.69869565217391,0,0,7.8292,1,2,1,1,0,1,"(20.315, 40.21]",29.63731236751472,Low,0.3679152507184457,-0.0077656646065672455,Young Adult,False,False,True
1,3,1,22.0,0,0,7.225,0,2,1,1,1,1,"(20.315, 40.21]",29.452740432851666,Low,0.2711736617240513,-0.5696367744572526,Young Adult,False,False,True
